,Q5017_27-32nt,Q5019_27-32nt,Q5020_27-32nt,Q5033_27-32nt,Q5034_27-32nt,Q5035_27-32nt,Q5041_27-32nt,Q5042_27-32nt,Q5043_27-32nt,Q5334_27-32nt,Q5337_27-32nt,Q5338_27-32nt,R4816_27-32nt,R4816_37-43nt,R4816minus_20-23nt,R4816minus_20-32nt,R4816minus_27-32nt,R4819_27-32nt,R4819_37-43nt,R4819minus_20-23nt,R4819minus_20-32nt,R4819minus_27-32nt,R4869_27-32nt,R4869minus_20-23nt,R4869minus_20-32nt,R4869minus_27-32nt,R4870_27-32nt,R4870minus_20-23nt,R4870minus_20-32nt,R4870minus_27-32nt,R4902_27-32nt,R4902_37-43nt,R4903_27-32nt,R4903_37-43nt
YIL027C_mRNA,61.57,46.93,41.07,54.12,39.17,43.7,22.36,44.55,29.11,29.68,39.94,38.69,72.77,0,43.22,44.52,52.06,33.23,0,82.53,69.62,0,52.19,17.91,10.93,0,24.84,18.26,24.22,36.41,48.06,0,237.44,0
YLL014W_mRNA,147.21,208.17,214.89,224.38,190.11,207.41,38.85,148.04,87.24,204.13,186.3,219.36,81.27,0,6.23,15.76,67.83,77.94,0,91.83,116.2,251.95,34,0,0,0,32.36,39.51,41.92,47.44,0,0,560.76,0
YLR186W_mRNA,69.59,70.85,72.68,71.06,73.79,61.41,93.61,69.94,100.53,65.23,63.61,66.92,71.8,0,90.88,81.7,32.69,70.95,0,74.38,62.74,0,92.85,0,0,0,93.57,157.31,162.95,175.29,72.43,0,74.55,0
YDR512C_mRNA,15.04,9.87,17.96,10.55,11.46,14.61,5.81,22.59,15.89,7.07,11.29,18,0,0,3.76,9.5,40.61,0,58.63,0,0,0,0,0,94.04,243.78,23.25,14.28,9.47,0,0,94.98,0,0
YDR516C_mRNA,39.66,31.99,31.5,25.64,27.7,34.08,11.1,30.68,36.84,32.84,22.84,23.49,112.2,0,72.05,69.83,58.13,148.42,0,141.37,119.16,0,22.66,87.31,122.99,179.76,59.16,36.53,66.61,126.48,93.02,0,154.65,57.09
YGL200C_mRNA,265.37,334.31,335.36,281.94,276.97,268.17,348.17,269.77,251.79,286.7,279.38,288.88,521.52,524.38,341.03,329.08,270.17,482.92,65.1,715.01,629.03,167.25,564.3,589.57,653.47,761.81,470.48,532.62,493.08,419.93,606.98,0,885.7,0
YLR080W_mRNA,3.83,3.77,3.06,6.6,0.88,4.18,3.33,1.99,5.2,3.32,4.14,4.85,0,0,6.48,5.46,0,0,0,0,0,0,27.21,0,0,0,7.77,0,0,0,0,0,0,0
YFL048C_mRNA,55.84,49.4,46.7,55.8,46.91,56.46,37.92,34.95,45.66,63.62,54.97,60.72,57.29,95.7,84.09,77.79,44.14,109.9,0,105.71,127.39,245.94,188.08,0,84.01,216.81,74.76,70.17,91.34,133.79,199.7,667.22,113.25,65.09
YER140W_mRNA,7.03,6.93,10.83,8.08,9.97,12.3,4.9,13.9,5.74,8.66,10.45,9.81,51.2,0,1.59,1.34,0,4.37,0,0,0,0,2.86,0,0,0,3.26,2.02,8.02,19.93,0,0,4.87,0
YLR083C_mRNA,135.97,124.46,135.58,112.14,107.63,121.62,47.95,122.12,110.72,121.06,120.61,142.19,87.22,0,69.1,73.09,94.64,44.61,0,123.08,103.83,0,99.74,192,240.57,317.83,118.78,58.39,79.72,122.2,67.21,0,99.61,0
YNL313C_mRNA,60.61,59.36,59.61,46.5,57.61,53.03,49.08,53,51.32,53.06,54.22,61.28,41.95,47.78,95.49,90.05,33.17,45.17,0,58.59,60.5,13.69,92.38,57.13,70.13,84.48,62.78,138.71,123.01,64.45,87.79,0,56.74,0
YDR040C_mRNA,8.91,3,2.49,16.53,11.93,6.29,0,2.39,13.82,1.17,8.01,4.75,0,0,17.41,13.66,0,60.51,0,0,21.11,94.85,23.81,13.02,8.16,0,3.77,0,0,0,14.87,0,45.04,0
YDR039C_mRNA,63.26,46.11,50.65,55.96,40.13,39.87,46.8,53.11,59.97,59.81,54.61,46.89,0,0,75.72,80.66,92.93,0,33.22,78.66,84.7,79.14,23.81,0,0,0,36.82,87.8,79.68,56.33,14.87,0,45.04,0
YDR038C_mRNA,10.13,9.82,13.3,15.78,11.57,16.8,11.75,6.93,0,10.11,13.43,20.11,27.84,0,11.66,8.59,0,0,33.22,0,0,79.14,23.81,0,0,0,5.08,43.91,26.58,0,14.87,0,0,0
YOL158C_mRNA,4.15,14.83,33.8,7.16,11.4,10.43,50.61,46.1,37.65,17.33,6.92,12.07,0,97.15,0,2.64,16.83,0,0,0,0,0,2.81,47.22,29.22,0,5.62,11.92,9.23,3.92,0,0,0,0
YNL084C_mRNA,43.92,68.56,58.76,58.38,69.22,74.61,80.76,64.37,55.57,54.88,57.64,58.14,53.63,155.52,32.4,35.71,53.72,58.3,347.5,67.31,87.75,199.53,103.22,37.18,22.69,0,60.23,56.86,50.28,37.57,29.76,0,84.22,0
YGR254W_mRNA,1107.42,893.03,617.99,1155.74,1403.99,1492.44,748.68,663.7,633.13,1147.72,1099.25,1042.68,1033.23,64.17,855.38,845.09,770.31,893.85,290.74,730.81,688.31,495.77,747.82,807.44,816.27,832.42,620.69,573.1,616.52,701.37,1615.53,0,967.97,0
YHR174W_mRNA,23106.34,23199.29,22183.36,20492.28,23941.38,22834.02,31345.4,22905.41,22416.37,26673.49,24554.76,22229.06,14227.24,10603.44,18799.18,18000.81,13796.14,15047.97,9676.03,14572.98,14519.83,14292.29,15494.1,13568.93,14406.58,15806.31,17746.34,18705.61,17081.42,13977.37,14263.62,5985.28,15257.42,7723.33
YBR247C_mRNA,38.57,33.07,33.22,35.81,27.42,25.63,41.74,29.11,20.65,28.01,28.52,29.39,31.04,0,52.34,59.36,97.17,17.37,0,181.83,179.58,168.42,32.47,127.99,82.24,10.61,48.21,73.27,77.43,86.08,32.3,0,5.54,0
YGR145W_mRNA,36.83,32.28,35.47,33.16,33.82,36.52,46.05,31.28,39.23,33.34,34.62,37.36,67.14,0,57.14,58.48,65.78,44.79,0,106.87,107.06,108.59,53.74,71.02,43.35,0,41.84,44.83,57.17,81.79,78.28,0,41.67,0
YDL161W_mRNA,28.09,22.22,20.34,30.68,27.37,29.98,22.44,26.83,25.04,20.57,18.67,19.85,49.18,0,18.72,22.79,44.78,65.74,96.42,5.11,4.31,0,11.22,154.33,94.57,0,30.98,29,26.22,20.88,62.01,0,70.2,0
YLR206W_mRNA,25.5,25.59,23.26,24.84,30.4,23.21,29.21,34.92,41.24,29.08,25.47,27.01,62.67,0,11.68,23.38,86.3,36.06,67.44,0,0,0,78.66,10.89,6.65,0,41.18,29.61,27,21.95,26.08,0,102.88,0
YJR125C_mRNA,42.21,36.06,33.1,46.74,40.46,28.17,28.32,37.03,63.6,30.15,34.09,36.43,34.56,143.07,101.01,85.13,0,44.2,213.12,57.64,58.43,61.23,78.5,8.56,76.7,188.91,60.16,32.01,50.17,86.47,105.01,0,42.29,0
YLL038C_mRNA,17.75,16.47,13.49,19.6,34.33,19.23,0,9.94,9.28,16.82,21.03,20.34,33.13,0,6.23,15.83,66.37,21.19,0,52.84,44.58,0,44.36,0,0,0,33.25,11.69,7.75,0,73.41,0,94.6,0
YDR153C_mRNA,44.05,36.53,42.58,35.15,42.4,36.04,29.05,29.91,40.34,37.85,36.09,49.68,13.5,97.76,60.73,63.54,78.9,31.66,0,20.56,30.36,83.73,113,85.88,90.56,98.42,41.94,100.85,93.28,78.84,62.44,0,51.41,0
YLR065C_mRNA,90.06,121.71,152.95,144.83,88.76,96.25,41.79,102.01,133.29,110.95,117.38,132.58,58.29,0,22.46,30.28,72.97,12.42,0,0,0,0,56.9,0,0,0,32.49,0,11.32,34.03,0,0,0,0
YGR071C_mRNA,7.86,7.62,12.73,4.65,7.4,9.48,4.97,10.4,9.71,8.07,8.88,9.21,11.56,0,4.33,7.27,23.15,13.3,16.56,13.23,11.18,0,0,0,0,0,7.73,4.1,7.25,13.49,10.69,0,0,0
YPL236C_mRNA,10.99,11.07,6.39,13.2,10.05,7.28,13.91,12.47,6.79,9.23,10.8,8.87,4.85,0,6.76,9.5,24.28,6.2,0,0,0,0,0,0,0,0,3.48,11.43,7.58,0,0,0,0,0
YOR246C_mRNA,38.91,53.88,61.48,39.11,47.25,50.21,59.25,58.18,47.93,65.53,56.85,59.73,118.04,0,35.63,43.89,88.67,98.11,0,6.73,11.35,36.59,79.02,0,0,0,54.99,55.58,50.68,41.34,27.29,0,58.98,0
YNL080C_mRNA,22.43,27.24,29.26,26.91,23.7,23.24,24.29,17.63,32.52,18.8,18.86,23.38,14.52,0,31.49,32.23,36.35,34.03,0,16.57,13.98,0,24.29,0,0,0,18.5,19.96,30.26,50.84,53.69,0,48.35,0
YFL024C_mRNA,6.38,7.37,8.84,7.05,7.18,5.72,5.12,6.64,11.34,6.23,6.1,7.93,2.38,68.75,19.99,16.85,0,15.23,0,16.36,13.8,0,21.93,8.28,5.06,0,11.95,7.04,10.26,16.69,0,0,0,0
YMR124W_mRNA,10.39,10.99,9.41,10.81,10.6,11.9,3.05,11.38,8.33,8.76,10.41,10.96,12.74,61.28,3.96,4.18,5.32,16.3,0,0,0,0,12.44,36.95,22.55,0,8.12,16.33,16.65,17.36,13.75,0,3.03,0
YIL005W_mRNA,26.93,23.7,23.31,28.96,25.67,25.33,15.95,25.03,18.69,25.37,23.85,22.52,75.08,0,77.01,72.54,48.74,44.45,99.7,82.74,83.22,86.21,37.23,0,47.21,121.6,50.5,37.79,51.21,77.92,43.72,0,35.73,0
YHR123W_mRNA,85.86,84.81,86.86,62.68,80.89,74.68,89.18,64.16,79.97,105.95,89.88,88.56,110.55,0,74.94,64.95,11.53,50.07,0,152.54,159.74,199.92,134.91,0,24.38,62.95,92.45,76.04,63.03,37.65,85.19,0,65.76,0
YHR123W_pre-mRNA,7.39,0,0,0,6.75,0,0,0,0,0,3.99,4.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR049C_mRNA,78.33,107.12,104.62,91.94,76.31,81.59,80.38,73.16,62.78,87.69,85.25,95.65,89.16,55.16,110.47,116.13,146.71,115.65,200.86,139.97,123,31.59,127.9,119.31,78.01,13.92,88.26,90.46,96.94,110.05,11.78,0,101.83,0
YHR032W_mRNA,70.38,71.48,47.2,76.18,94.37,80.87,25.91,38.72,29.43,83.89,78.83,83.87,52.56,0,59.68,78.67,180.95,71.41,0,108.94,91.9,0,60.47,28.53,27.87,26.93,43.95,75.67,68.21,53.69,100.24,0,93.79,0
YDR414C_mRNA,17.69,20.41,22.04,23.81,17.57,19.16,24.63,11.57,16.49,15.18,23.77,23.07,0,0,6.84,5.77,0,0,0,39.21,33.08,0,8.21,0,0,0,11.73,11.57,7.67,0,0,0,0,0
YBL040C_mRNA,278.92,239.73,263.71,231.41,299.68,278.25,87.26,312.95,236.1,238.54,235.51,232.15,95.61,253.34,100.59,108.52,152.35,194.52,0,138.29,149.99,215.58,218.2,0,64.11,166.29,199.37,117.29,94.69,50.74,192.91,0,12.41,0
YBL040C_pre-mRNA,0,3.23,3.79,0,0,6.28,0,0,0,0,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR246W_mRNA,2.54,3.51,2.66,6.43,3.72,2.47,0,2.12,4.15,4.7,1.93,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,8.74,11.59,17.31,0,0,0,0
YGR175C_mRNA,491.88,467.85,428.13,434.39,472.46,477.69,342.25,435.57,404.3,506.65,500.98,497.38,350.02,201.39,322.15,358.9,557.72,239.05,0,490.88,471.61,369.93,445.99,441.84,400.35,336.99,440.95,565.42,533.71,473.68,731.93,0,488.32,0
YPL028W_mRNA,494.1,477.98,474.2,518.21,428.97,512.33,327.56,428.92,421.99,456.82,456.02,477.89,616.92,682.06,236.54,276.89,495.26,566.07,541.89,430.15,439.98,496.39,622.63,89.84,508.51,1171.24,532.21,369.2,360.8,346.4,897.1,493.82,779.86,0
YHR007C_mRNA,605.35,640.29,551.37,429.73,503.96,609.83,525.99,479.29,500.28,578.19,581.65,591.2,339.06,447.57,549.73,604.99,906.12,471.09,280.73,444.28,486.06,707.5,591.99,532.38,497.83,445.51,567.07,569.96,639.58,780.32,485.38,189.5,465.41,384.49
YMR208W_mRNA,105.27,102.32,91.24,107.25,98.36,89.38,73.28,104.74,103.27,100.09,107.87,113.16,213.27,353.79,165.36,149.82,66.75,161.93,191.65,102.33,138.79,330.59,74.36,69.37,159.94,303.59,166.67,123.14,133.78,155.63,106.83,0,6.34,65.62
YML126C_mRNA,832.33,901.8,893.45,770.5,799.6,824.06,839.55,718.52,786.64,855.68,875.06,985.97,581.61,219.92,421.44,416.24,390.26,648.94,327.6,482.28,487.46,518.54,792.05,646.74,741.24,893.48,702.07,688.66,675.36,652.43,882.32,353.82,352.74,1177.83
YMR202W_mRNA,1126.48,735.89,795.58,940.31,692.75,840.46,586.6,960.65,892.93,828.28,872.01,911.95,809.72,486.33,587.57,632.06,877.88,768.56,845.21,540.93,544.38,569.34,1045.62,475.68,605.51,821.31,859.61,671.22,701.78,769.95,825.96,0,1108.26,124.03
YJL167W_mRNA,543.17,622.65,550.92,597.52,599.17,583.37,423.74,506.57,538.55,472.12,502.26,551.82,848.81,662.04,481.83,492.37,551.52,745.36,193.37,557.73,563.56,599.58,552.93,493.37,630.77,851.58,622.53,575.88,595.92,639.78,481.88,0,460.16,79.46
YNL280C_mRNA,71.21,81.6,71.48,76.34,74.19,77.99,48.06,49.38,87.98,64.13,61.35,87.81,50.27,0,91.63,90.37,83.92,26.79,0,124.44,109.01,25.98,98.16,189.02,115.38,0,63.06,101.31,101.59,102.72,61.98,0,155.5,0
YGR060W_mRNA,840.22,896.81,838.71,768.75,827.06,1002.04,609.39,751.13,811.09,910.58,978.93,1033.71,638.64,0,624.19,665.98,893.99,768.43,36.18,636.67,648.66,717.13,702.72,1002.51,979.13,948.3,815.8,672.61,756.49,927.65,795.17,234.47,1141.43,594.68
YGL001C_mRNA,77.34,86.94,65.98,69.99,72.87,64.26,90.63,52.01,84.95,78.2,74.89,79.57,25.28,0,136.32,150.56,227.88,103.44,0,161.57,141.16,31.35,165,35.06,123.05,262.54,102.68,59.58,73.09,100.35,88.83,0,0,0
YLR100W_mRNA,250.08,221.79,226,226.4,241.4,259.93,321.37,256.12,286.4,275.72,216.29,231.5,275.8,458.44,328.27,292.39,100.71,260.84,248.33,222.77,193.46,35.63,235.59,89.57,133.65,204.15,244.37,162.37,217.6,328.72,371.94,0,155.85,0
YER044C_mRNA,241.95,299.68,273.1,199.41,229.92,273.36,173.63,271.91,233.25,244.29,310.11,283.34,125.91,0,107.48,181.17,582.05,92.89,0,263.85,222.58,0,89.15,0,132.51,344.12,231.41,283.79,233.36,135.7,304.52,0,165.92,0
YMR134W_mRNA,37.66,39.13,26.51,19.05,49.29,29.54,24.05,44.57,45.09,32.46,31.75,31.54,0,0,6.23,10.49,33.6,38.6,0,0,0,0,67.36,0,0,0,25.65,23.67,20.92,15.67,31.02,0,0,0
YLR056W_mRNA,763.77,827.94,880.38,701.37,724.88,864.29,655.53,776.29,836.8,897.02,905.08,941.68,417.78,106.81,287.95,308.18,418.44,345.68,35.36,487.99,539.42,822.83,505.88,553.91,567,591.05,463.86,446,445.7,447.61,509.05,0,343.81,145.29
YGL012W_mRNA,289.38,291.65,304.82,269.83,253.62,289.86,179.66,253.91,286.58,309.54,306.22,325.83,178.36,0,238.43,236.25,223.3,233.5,0,266.81,241.45,105.32,120.82,405.28,283.37,92.85,203.94,242.94,214.25,158.66,255.25,197.77,278.87,0
YMR015C_mRNA,173.43,184.57,153.22,167.89,158.93,176.01,92.27,140.18,161.15,153.1,158.63,170.62,135.83,129.2,146.49,141.7,116.35,102.84,0,208.42,193.05,110.81,158.52,180.01,125.04,39.08,130.67,162.46,152.51,133.55,99.16,665.17,341.89,52.72
YML008C_mRNA,400.02,364.92,382.35,365.68,346.41,336.92,341.76,485.98,448.16,389.97,386.09,393.47,351.19,218.09,333.52,349.9,439.68,490.79,144.39,383.65,323.64,0,314.86,434.88,345.1,205.68,388.38,399.1,441.09,527.19,394.35,350.89,615.95,815.79
YHR072W_mRNA,70.99,59.46,56.84,58.97,62.69,74.96,33.94,59.67,46.78,66.26,63.57,70.37,103.03,40.21,54.51,55.79,62.75,53.41,0,50.98,59.14,103.59,41.94,43.56,26.59,0,87.15,44.42,45.82,48.77,82.4,0,51.68,0
YMR220W_mRNA,119.71,148.37,134.87,125.91,143.43,136.35,105.35,130.72,144.62,138.43,141.31,165.72,26.71,0,82.85,87.29,111.48,62.63,0,91.53,90.08,82.82,74.51,54.07,75.44,109.51,148.93,49.88,66.15,98.77,65.87,0,31.78,65.76
YHR190W_mRNA,276.07,294.87,276.54,269.83,272.75,279.9,173.82,244.35,260.21,258.49,269.46,283.17,462.37,519.95,254.67,318.51,663.18,324.33,129.09,287.09,294.08,334.01,210.36,108.88,218.64,392.6,336.78,211.74,238.7,293.51,332.09,784.26,628.03,464.13
YPL096C-A_mRNA,24.3,34.46,23.73,37.96,30.22,39.66,54.13,16.18,52.85,26.94,32.58,33.27,0,0,34.53,36.38,47.25,0,0,84.77,125.14,351.04,0,96.57,58.95,0,31.56,43.76,50.78,66.1,0,0,0,0
YFR041C_mRNA,36.93,35.19,32.19,18.47,32.13,31.82,24.87,29.74,55.04,30.27,34.77,40.77,17.34,0,42.97,47.53,72.38,36.97,124.94,52.74,50.05,35.85,96.76,0,0,0,48.35,30.63,45.14,74.25,80.19,0,8.25,0
YML130C_mRNA,82.43,75.55,65.8,61.85,81.28,73.1,84.72,62.92,91.23,87.75,89.71,82.06,68.03,103.53,63.36,58.96,35.86,77.83,0,122.8,106.85,22.2,128.83,80.82,68.31,48.93,82.12,90.87,67.27,20.9,43.04,0,20.44,528.08
YAR002C-A_mRNA,168.77,145.58,144.46,163.3,133.99,137.27,188.2,103.42,80.61,126.25,136.25,144.3,423.34,0,313.62,353.53,572.4,443.9,428.71,269.47,300.39,472.47,283.39,497.19,794.28,1272.68,285.23,407.43,369.02,296.56,532.4,0,241.74,0
YAL007C_mRNA,61.61,73.53,50.27,67.49,42.54,62.64,28.4,39.05,37.71,55.92,45.88,55.35,63.38,57.65,102.77,89.71,19.84,106.37,0,81.09,76.01,49.12,304.93,437.97,267.35,0,117.35,176.78,191.23,221.98,14.65,92.76,0,941.05
YDL018C_mRNA,45.54,43.39,42.18,35.73,50.79,59.72,20.62,40.06,40.26,53.6,48.44,54.46,71.89,104.52,40,47.76,90,41.37,0,0,0,0,0,0,60.7,157.18,68.71,29.75,28.72,25.18,93.07,0,205.26,0
YOR016C_mRNA,111.8,73.67,86.01,76.68,71.35,90.65,61.59,127.17,83.09,94.14,89.57,91.27,39.04,284.08,76.01,67.1,19.55,64.9,0,106.59,89.92,0,84.94,148.82,90.72,0,52.24,59.61,39.53,0,0,0,0,0
YHR110W_mRNA,42.92,30.82,30.66,42.11,28.62,33.01,37.35,33.49,26.74,35.8,31.42,31.18,112.85,253,24.11,20.32,0,0,0,0,0,0,0,0,0,0,47.7,45.84,37.15,20.27,8.03,0,0,0
YGL002W_mRNA,9.39,5.55,6.99,5.18,7.56,7.3,0,17.19,4.08,7.52,8.12,6.19,0,0,13.53,11.4,0,0,0,0,0,0,0,0,0,0,10.46,21.43,14.21,0,74.19,0,0,0
YOR393W_mRNA,0.32,0.99,0.84,1.48,1.85,0,0,0,0,0.33,1.56,0.91,0,0,2.6,2.2,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0
YPL281C_mRNA,0.32,0.99,0.84,1.48,1.85,0,0,0,0,0.33,1.56,0.91,0,0,2.6,2.2,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0
YMR323W_mRNA,0,0.99,0.84,0.06,1.85,0,0,0,0,0.33,1.56,0.91,0,0,2.6,2.2,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0
YCR075C_mRNA,12.48,10.35,7.63,6.79,7.21,16.59,0,9.56,14.28,10.62,9.23,13.32,0,0,11.84,9.97,0,44.83,0,14.53,18.38,39.52,21.34,0,0,0,15.23,30.1,29.95,29.77,0,0,0,0
YBR239C_mRNA,11.57,8.68,7.26,5.06,8.73,11.06,7.67,12.22,8.98,8.76,8.93,9.31,3.56,51.54,3.32,7,26.78,6.84,0,40.75,48.11,88.41,0,0,0,0,6.81,10.52,6.98,0,0,0,0,0
YGR029W_mRNA,50.68,75.63,87.22,96.19,103.12,86.2,103.89,74.17,51.84,83.63,116.53,83.57,64.39,0,70.84,65.99,40.31,82.34,0,45.77,38.61,0,6.74,305.89,288.57,263.98,69.23,89.79,106.55,140.96,0,0,0,0
YGR029W_pre-mRNA,4.05,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL054C_mRNA,226.36,246.18,219.68,200.68,192.93,223.13,68.84,290.32,238.96,213.21,207.3,228.47,234.68,0,178.53,171.5,133.55,163.69,0,145.12,163.23,264.56,196.37,18.37,112.13,262.38,178.4,149.85,115.93,49.82,78.91,0,45.68,0
YBR210W_mRNA,28.1,35.09,38.5,29.97,55.99,33.15,55.89,31.32,24.56,50.23,46.66,42.63,19.49,0,27.03,30.37,48.79,12.46,0,0,0,0,16.31,0,92.27,239.66,32.59,5.71,26.5,68.26,45.05,0,0,0
YPR037C_mRNA,71.53,63.67,58.24,64.06,54.69,51.83,106.89,50.44,81.29,52.27,55.48,46.62,54.92,0,58.17,64.34,98.23,55.18,0,169.57,173.16,194.59,334.83,81.34,132.4,214.43,104.98,96.76,91.67,82.44,36.28,0,0,0
YML012W_mRNA,216.44,255.45,197.32,197.37,253.82,191.82,247.26,218.26,190.88,232.8,234.88,227.27,280.68,758.83,215.47,231.7,321.28,364.04,0,237.13,230.81,198.89,342.23,124.68,118.39,109.59,241.42,249.56,243.55,234.08,177.98,1314.78,217.52,119.09
YGR284C_mRNA,102.18,115.38,112.84,110.83,97.55,98.4,25.03,89.76,92.86,128.74,126.66,117.39,122.17,0,86.47,77.43,29.13,107.87,0,132.67,111.92,0,121.7,141.06,116.86,79.5,45.87,78.77,65.86,40.75,75.32,543.18,49.83,0
YML067C_mRNA,82.76,66.47,75.75,49.9,80.4,79.9,18,55.13,68.89,49.42,68,73.11,120.5,0,65.36,59.02,25.14,54.57,0,63.04,82.18,186.79,130.24,287.24,223.16,123.5,112.76,94.67,90.25,82.07,0,0,0,0
YML067C_pre-mRNA,0,0,0,0,0,0,0,11.81,0,17.8,8.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.99,0,40.13,0
YAL042W_mRNA,154.58,148,130.64,130.56,157.06,128.1,98.46,152.39,119.47,152.47,131.07,152.43,279.53,0,166.45,190.26,319.26,210.08,352.78,227.94,240.72,304.06,480.11,263.58,358.12,509.3,308.15,245.65,235.73,217.57,403.6,0,434.05,0
YOR244W_mRNA,10.06,14.4,13.55,15.75,11.7,11.1,3.18,14.26,14.91,12.67,11.37,15.07,13.31,0,22.71,19.14,0,5.67,0,50.68,47.03,27.51,0,0,0,0,16.96,34.01,24.29,5.18,0,0,19,0
YNL125C_mRNA,14.41,13.61,18.3,16.38,13.86,23.67,10.34,8.04,10.5,16.7,13.17,19.21,17.3,0,47.05,53.25,86.66,42.41,0,36.3,30.62,0,9.65,0,30.6,78.82,22.05,13.63,10.17,3.37,2.67,0,0,0
YMR219W_mRNA,5.73,6.03,6.29,9.32,6.95,7.39,6.28,5.9,8.76,5.65,4.39,7.84,15.01,63.07,15.19,14.77,12.53,10.4,26.84,24.38,25.4,31.02,2.09,0,6.65,17.09,8.37,5.92,8.35,13.14,6.94,0,19.64,0
YDR363W_mRNA,6.88,4.72,6.06,7.67,6.48,4.86,0,1.74,1.13,5.78,6.99,6.61,0,0,7.54,6.35,0,0,0,18.51,15.61,0,10.16,0,0,0,3.87,9.55,6.34,0,0,0,0,59.76
YOL017W_mRNA,6.62,7.08,6.88,5.83,6.44,5.75,1.96,7.62,9.96,7.38,5.79,6.97,21.88,0,8.93,8.6,6.85,7,0,0,0,0,0,0,0,0,9.15,0,3.22,9.58,0,0,0,0
YDR365C_mRNA,31.58,32.09,34.37,33.39,31.17,27.6,34.89,27.81,23.62,27.27,25.29,27.11,0,46.88,27.2,31.84,56.86,82.96,162.94,107.59,90.76,0,29.86,67.63,41.28,0,35.65,47.89,58.43,79.54,39,0,41.68,47.82
YNR054C_mRNA,31.46,31.98,36.95,37.3,30.93,34.83,42.38,38,40.46,34.38,39.86,35.16,26.27,0,39.62,43.66,65.77,54.58,284.18,97.26,88.36,40.72,60.45,0,62.43,161.53,40.79,57.94,43.54,15.33,42.51,0,0,0
YIL151C_mRNA,4.67,5.61,6.3,3.22,8.89,8.9,5.2,4.66,7.62,5.18,5.05,7.11,5.44,0,7.62,7.85,9.08,6.96,0,4.16,3.51,0,0,18.94,11.56,0,3.03,5.36,4.27,2.12,0,0,18.13,0
YKR096W_mRNA,19.75,13.49,11.73,12.5,14.29,14.84,11,18.26,14.8,14.33,14.9,15.36,18.75,0,15.91,14.75,8.54,6.54,0,9.75,19.76,73.98,7.13,14.83,9.05,0,15.88,14.92,12.63,7.96,0,19.77,34.07,225.61
YGR098C_mRNA,6.88,8.06,6.16,8.12,8.02,8.4,5.47,8.17,7.12,7.16,9.06,8.38,2.54,0,3.56,3,0,4.06,0,7.29,7.38,7.88,0,0,0,0,13.67,5.27,5.49,5.94,0,0,0,0
YJR017C_mRNA,85.17,104.95,105.21,127.03,125.59,117.84,74.5,81.64,99.4,101.63,136.91,111.37,606.04,1324.67,112.26,131.76,238.46,182.67,0,186.94,207.5,322.08,108.67,0,337.53,875.48,194.44,182.58,164.97,131.41,304.23,0,692.13,128.7
YLR233C_mRNA,4.67,3.54,3,3.63,3.94,7.25,0,0.6,3.9,8.4,5.9,6.37,0,0,1.42,1.17,0,0,0,0,0,0,0,0,0,0,0.67,1.65,1.09,0,0,0,0,0
YLR318W_mRNA,1.04,0.8,0.94,0.8,0.42,0.45,0,0,0,1.43,1.76,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,5.26,0,0,0,0
YIL009C-A_pre-mRNA,34.12,17.34,13.43,31.61,29.19,24.59,22.98,13.74,8.98,20.34,28.56,38.37,64.11,0,78.95,74.86,53.51,47.82,0,24.22,20.44,0,62.58,18.38,11.23,0,15.32,62.54,41.47,0,0,0,0,0
YHL010C_mRNA,3.7,4.47,2.93,2.32,3.69,4.25,0,1.4,4.57,3.37,3.82,4.26,0,0,13.69,11.54,0,10.44,46.86,0,0,0,0,0,0,0,0,7.71,7.67,7.62,0,0,0,0
YBR026C_mRNA,85.9,83.74,61.24,60.99,63.73,72.55,57.76,74.32,72.63,81.12,65.92,61.28,56.59,136.61,87.73,79.49,20.16,120.61,0,0,18.17,116.97,63.14,188.11,149.78,90.23,58.52,75.04,53.45,11.01,87.22,274.74,107.72,0
YOR051C_mRNA,78.79,89.12,86.59,80.63,90.39,72.84,63.16,86.43,102.55,88.61,84.67,95.66,78.81,0,75.47,72.69,58.04,71.14,0,26.47,22.33,0,58.19,273.37,196.32,76.02,137.34,54.66,59.8,70.36,145.75,0,99.27,68.49
YDR518W_mRNA,58.47,43.39,44.66,43.17,45.44,49.09,52.33,43.44,42,51.77,52.82,59.3,24.32,0,49.96,41.53,0,62.21,0,23.16,19.54,0,3.39,0,4.29,11.08,62.96,38.26,31.72,18.93,93.72,0,0,0
